experience,frl,growth
13,75.55631305088323,57.046580291943584
9,32.41287346600612,61.838307429771064
3,40.269960923252185,64.55026513786338
10,51.05940475454972,55.327272039623324
6,83.72141285222824,52.36281778167927
16,62.17945649672553,54.99557367305737
25,30.905260496772787,60.299916619175434
3,52.02501487189484,57.10465786331167
7,42.954162354026785,71.30484749090193
3,72.02695878029886,53.206451929126366
18,73.18146687402918,63.654418575682165
6,43.650975104212726,59.31609204148836
22,78.40273869486607,54.58235756034092
11,95,49.817427829079335
6,78.69285365302636,59.472342126778216
1,11.643911978413314,55.56709221806886
10,62.78946203590591,54.666386584116296
13,42.07352252948611,69.97182870111712
9,71.64153191039225,48.012692699501486
7,72.70684801814187,54.18310898585172
14,37.686287232488766,51.37366357358391
7,58.615309655863605,57.74840438709569
9,39.67006350616164,49.922561702109995
4,76.42724634028816,58.147312069140256
0,47.925055736223804,53.28706551324912
12,60.24840814153533,64.8604390100842
7,71.0784288896271,55.035518201274286
31,53.88558443892266,58.877311311282845
7,74.04886935347538,59.779136828170174
28,48.987573228839295,61.69961533670804
10,58.90898090267702,55.422836666692916
8,43.91317300191051,68.28701516074693
3,45.475925087478245,62.172013830916484
2,49.67957474249001,51.338207898406274
23,53.2403300970599,60.07199096871344
9,68.92078604209378,58.9475255850493
15,77.87302625285093,49.85141070887475
12,35.17170329805634,55.743770350884986
20,94.04878010029219,60.153010408313676
4,60.577364818204835,53.25668118203659
11,30.322605135963833,63.69998763017165
5,39.890192523971386,51.33042806916627
1,44.98478056339191,55.22744654423187
16,48.826024183794814,70.75924682569777
1,75.718371820869,45.50227048656614
15,36.795298421033635,58.30890294697667
14,87.47009178437563,51.3368458092434
21,95,69.48930321193018
9,55.6451893725833,56.79652455459018
10,37.92520738368475,50.49269218589127
13,28.645315376263028,63.894326532699594
4,43.709006334310025,53.02540311621923
4,30.405664766588398,48.74996658388552
4,42.35847674239935,55.78500136449228
11,52.18296637951495,63.68829367550475
12,65.10229161217778,53.886195388795635
8,56.696108697294086,56.67426197849206
14,70.15491707003402,49.96741852217095
9,35.11848808930098,50.49131748135993
6,60.72803127660332,51.41672621553733
8,51.104648131359255,60.48458363056436
25,51.48371843993504,50.14118400627089
4,74.34171229891436,56.2762268531902
5,34.5511124013875,57.49999725453772
27,53.693672842427056,70.23295532062068
15,52.4496726014974,69.73275621415115
9,62.442305696482535,69.29537368952853
8,46.013594301522744,58.76624647471463
10,77.95035838298105,56.16092280502004
16,52.382384632743225,67.07783962295433
17,13.08478351351043,60.39211734526177
12,53.79704854415134,65.50128731131683
4,64.61969269433726,47.2176585221858
16,66.56686241747492,55.07882593823337
5,41.58258868638372,52.750637625677854
8,62.671533167348365,59.24884700470673
11,77.79287334805228,61.62180292988556
13,71.76312648577834,61.68255362284335
5,65.90224860852815,54.8809439781176
18,54.02987020259694,70.81060876119778
3,95,44.57652658433875
20,64.20704951748587,69.64701567231003
1,22.99955359602835,52.66468153701964
17,72.63636328783144,57.867568844429854
5,41.32015274811749,52.825550760097634
9,41.14397279319101,59.305870861367985
3,19.098794480738007,50.036662476252644
19,28.465059216674984,60.243629011834116
17,35.08037766211506,61.10381515430366
5,39.891716428750016,43.3038624647366
8,17.597638780188696,64.86014071963402
6,28.58115456223233,56.80082112978888
7,35.64721891224558,63.380409086228006
17,47.00201134170988,63.02455284651845
15,45.963040962011014,52.931475878926776
18,49.7864371981034,61.78933094146256
9,22.57747985838524,60.58035131065871
19,18.588272305892787,60.97179499822849
4,44.5829741185205,52.13310348375695
5,47.2810568910559,51.662163182040516
9,42.11564287618593,43.79494671028108
15,50.00063976404524,55.81960782768246
15,63.75822590552494,52.35537505937809
6,47.40036789107594,51.56456347374071
10,64.12974807227765,51.227143626916664
7,61.64062639468798,55.56346697207117
8,80.70043304348872,56.531925774187876
4,93.87986238502512,47.117644572518905
1,31.28131381963825,47.77235635246071
5,80.99094196142798,50.135759965256476
8,53.86503950534281,57.48481125605886
6,75.50819264588603,54.22635873414165
7,69.46568248446837,56.34930762674928
17,65.57745728754679,62.47586079153102
2,85.93751108293064,46.08673714961033
38,73.21870809914108,47.67365513299545
20,67.90143451664058,66.22953586960861
31,72.00374757123673,63.43203633972069
24,59.59696656641346,62.13912980130819
15,83.61330531213686,69.1572208347121
19,69.35328372951457,61.045486267388
6,42.985984018627306,65.40787754735061
11,46.140512025594575,60.99869083015402
17,47.85629110796447,63.44238760621993
7,53.4244561545888,57.76094064270339
6,34.25915682355869,59.7867969402355
16,53.25008175124946,56.63230894245452
3,46.09357421895306,41.616460631982065
18,31.971021697018102,59.430802647560895
14,79.64695961621226,56.917009418637576
8,85.86367466924072,45.151659263221866
8,43.75978758867503,59.54712014829095
5,70.22133783342741,43.99742124616812
6,60.35635352851034,52.890170090289374
10,47.09577797022929,49.94056145680385
7,47.03512312107275,67.58237699205955
7,95,41.47899254085101
7,50.52236395010747,44.39103407122574
18,72.96505044550237,60.908250754437404
2,69.80240952220731,48.64728101529425
19,68.86341262955719,60.22277703846922
12,56.21281487918044,42.09737936289601
2,56.425704603610505,41.7288021235173
6,66.1403710826284,51.37201942107099
10,10.673008587550385,58.96118325633199
9,33.02280111680959,54.72831262777574
5,56.60042370570433,56.949206166683524
9,61.207423722191756,61.25086460053688
12,40.161400397307645,60.49078196267013
38,74.08540970967711,65.80760323842274
5,27.05451559157279,50.46563799727828
7,64.46324004244006,53.38381036549116
23,49.74850169503046,58.788838210001494
18,47.76593652191261,75.14140997173712
16,57.56976310480046,60.09964133758163
16,24.39990360764362,62.06892729622866
4,85.71085663127396,45.93699325609233
5,52.735382339960744,53.708485732233235
5,11.7641455574108,51.75636868242939
14,25.582113473150446,51.44724976555912
3,67.7167539257738,50.16664164887287
18,59.1147740941137,62.709587806336394
18,60.752138998254416,58.51613869912106
17,49.945997495866266,56.61856477205111
13,49.377999864882135,56.135548930067635
17,28.580736820374128,56.82384120044713
7,25.47537481878779,60.21131420228326
10,62.486456761860104,55.89293713021852
8,50.83306072719527,56.49144196829018
18,57.560043165417,55.098810418680195
12,68.08772175482517,65.87183376056151
8,50.29648871016687,52.29036237119454
13,40.91872725460212,44.682880814567866
18,52.840272574908134,59.482965293756955
5,95,60.195168828438554
1,48.086928551963844,52.99473083856282
9,42.13464877111434,43.73638340434528
4,71.3861151186639,56.32458117462289
22,12.637587576603394,59.85920588927918
6,50.13503612419378,60.071349776653925
20,42.593314909749864,74.33546948811696
9,51.19626514781174,60.98323900888811
4,62.552060816308156,53.41965584820627
7,60.09960449771166,43.67915345334772
2,42.64777951439882,55.845917778154636
20,40.91432147319665,50.92339977657551
11,37.6200680223465,60.56421498451668
19,85.85011361362197,57.281477943763626
3,34.5138334090323,55.657482128921394
1,65.72232720190664,45.940714227984714
23,86.46856423861533,68.57032779305081
8,65.01633584480498,47.67229052806848
21,50.66089204500623,64.27060438919962
24,67.57415621113607,56.10459750883825
17,43.112030151452174,66.28977554743453
10,74.02168220780591,51.54725164054773
5,86.56106697689148,59.289552778775374
21,70.69670149324641,51.58736036201918
7,57.953719567088314,45.63926803075974
38,64.62024393926501,71.22585223109215
19,58.142869275721075,64.30897221263389
22,26.249301152134954,72.17819713641225
11,91.70483065340846,57.19294166383172
11,74.14552890571962,48.45190505390977
3,47.52683418962245,61.088044277711035
20,46.01584558033992,63.2049449131438
3,73.47682079531535,63.252374168451524
9,52.275671616825214,49.98912800233266
5,49.142217051368725,47.20187950206044
9,68.37773076704546,55.430313151658666
11,39.09436248422247,57.28249779158051
20,58.625007662754065,54.600221066883776
11,59.73558539881181,51.01366891028165
16,71.68600278113023,64.77074258997168
7,95,47.825921646622106
11,64.47865729362084,56.328613705340445
9,67.75186946153093,60.272828918547056
16,59.170057219681034,62.04654524214276
12,70.89982572893747,49.80926459087163
30,69.78869059320253,67.00839243165643
8,69.97791624061215,52.57846110702106
3,86.87512429271183,48.43893700858339
6,76.69994965408523,61.6454641391612
5,22.369453113762518,47.083659217650776
15,10.566350063870324,53.757512451990124
13,35.252139409310644,60.4581891842354
8,24.75761720000867,69.55215961858573
6,27.93054457157831,54.61779822940769
6,54.6087328065648,59.298499177290736
11,29.38043931283841,57.611237570219565
6,70.08599750195803,42.700527912634584
6,35.25782100287522,64.43117785077138
8,30.25420810706661,62.82167615482852
2,74.99173634043044,46.284249760435124
19,37.46854819732883,63.31005229291108
15,45.01098087796562,63.02706073423194
15,64.6505439384376,53.62698619915376
22,49.421496563205714,72.7423418901419
6,72.56654583480493,49.65224001263578
4,61.97128999503143,59.193497976028375
6,41.45844053422431,55.83501505645004
9,54.95084319901724,57.45556972607712
24,65.69054699025388,58.19496610723024
3,89.79712994987474,44.90531571777588
10,35.111714938135655,56.09835418219883
13,43.908409423509625,68.857536395924285
34,45.777368019888065,66.98354099114202
9,53.36988376661705,55.19633050273004
8,42.1756626533237,56.2729425297459
2,39.704185569977795,57.967931214600675
12,30.64662689834331,60.19108269859081
14,59.14318345609142,65.04570002169723
8,64.42066341636288,57.61374094937166
8,54.31750989599755,62.9331661408753
2,25.7056753121789,50.608387300829385
2,65.31441247753902,54.36084954124288
6,60.02504986266996,49.21948061284411
24,57.529342052216315,68.78298563248511
5,40.25189136072519,50.966492523573656
1,75.80617378383317,42.65924015058754
6,35.96706808991277,56.48597812783538
26,37.61907963793893,67.87658779554486
10,40.72561441481414,60.29899729046314
5,58.65502680644476,52.863277129864024
12,47.3130229416544,50.587994844544035
18,40.47235386116634,64.06609832539654
4,75.23966386738878,47.83925232128193
5,48.54198048019882,56.332672998452686
9,53.13490937824322,55.87190456789853
4,81.8014180484161,52.22309385608113
3,37.98192496406714,52.5501084213132
1,70.27649957384641,57.344713936063755
8,59.76033763854428,50.79997538998711
13,90.21191060877425,50.79879812047824
13,41.40003051335699,67.03438893118289
6,89.43542322106651,50.95118028145709
9,64.2232697411352,41.23196617126219
28,55.30575205037973,57.92060942904126
4,23.850510409584313,66.49651137867214
6,58.78740377748191,53.83625878632091
7,27.7721102376258,51.57292923785111
5,56.029202257249324,46.59444913051726
8,41.85198098683027,44.6579975520331
20,39.959130031092386,46.91668344157545
6,79.92865421001952,53.69082853654689
6,51.3393630822003,54.58355065283328
